Starting experiment at 05/31/2024 11:38:47
Time, Room, Distance, Subject Coord, Item Coord, Item, Pupil Size left, Pupil Size right
11:39:25, Room_121, NO_ITEMS, , , , 4.37886  4.202179
11:39:25, Room_121, NO_ITEMS, , , , 4.455551  4.208374
11:39:25, Room_121, NO_ITEMS, , , , 4.454102  4.211227
11:39:25, Room_121, NO_ITEMS, , , , 4.346085  4.191605
11:39:25, Room_121, NO_ITEMS, , , , 4.398697  4.09726
11:39:25, Room_121, NO_ITEMS, , , , 4.435837  4.174454
11:39:25, Room_121, NO_ITEMS, , , , 4.440109  4.179413
11:39:25, Room_121, NO_ITEMS, , , , 4.427734  4.186981
11:39:25, Room_121, NO_ITEMS, , , , 4.427795  4.222183
11:39:25, Room_121, NO_ITEMS, , , , 3.82959  4.192169
11:39:26, Room_121, NO_ITEMS, , , , -1  2.92569
11:39:26, Room_121, NO_ITEMS, , , , 4.583649  4.260803
11:39:26, Room_121, NO_ITEMS, , , , 4.682114  4.291061
11:39:26, Room_121, NO_ITEMS, , , , 4.570633  4.282898
11:39:26, Room_121, NO_ITEMS, , , , 4.718765  4.365143
11:39:26, Room_121, NO_ITEMS, , , , 4.58461  4.391891
11:39:26, Room_121, NO_ITEMS, , , , 4.583191  4.426575
11:39:26, Room_121, NO_ITEMS, , , , 4.720123  4.432343
11:39:26, Room_121, NO_ITEMS, , , , 4.657135  4.473999
11:39:26, Room_121, NO_ITEMS, , , , 4.714157  4.580902
11:39:26, Room_121, NO_ITEMS, , , , 4.630737  4.498352
11:39:26, Room_121, NO_ITEMS, , , , 4.703918  4.509415
11:39:26, Room_121, NO_ITEMS, , , , 4.627167  4.550171
11:39:26, Room_121, NO_ITEMS, , , , 4.691422  4.566956
11:39:26, Room_121, NO_ITEMS, , , , 4.713043  4.491257
11:39:26, Room_121, NO_ITEMS, , , , 4.69664  4.524216
11:39:26, Room_121, NO_ITEMS, , , , 4.601364  4.563522
11:39:26, Room_121, NO_ITEMS, , , , 4.61026  4.468033
11:39:26, Room_121, NO_ITEMS, , , , 4.456268  4.377716
11:39:26, Room_121, NO_ITEMS, , , , 4.386047  4.332382
11:39:26, Room_121, NO_ITEMS, , , , 4.307831  4.166855
11:39:26, Room_121, NO_ITEMS, , , , 4.091614  4.054565
11:39:26, Room_121, NO_ITEMS, , , , 4.108093  3.782318
11:39:26, Room_121, NO_ITEMS, , , , 4.037201  3.936874
11:39:26, Room_121, NO_ITEMS, , , , 4.103409  3.82283
11:39:26, Room_121, NO_ITEMS, , , , 4.083847  3.816757
11:39:26, Room_121, NO_ITEMS, , , , 4.027466  3.852112
11:39:26, Room_121, NO_ITEMS, , , , 4.014786  3.656799
11:39:26, Room_121, NO_ITEMS, , , , 3.84285  3.642349
11:39:26, Room_121, NO_ITEMS, , , , 3.990494  3.578201
11:39:26, Room_121, NO_ITEMS, , , , 3.787735  3.596771
11:39:26, Room_121, NO_ITEMS, , , , 3.787994  3.581863
11:39:26, Room_121, NO_ITEMS, , , , 3.800232  3.489746
11:39:26, Room_121, NO_ITEMS, , , , 3.850708  3.633316
11:39:26, Room_121, NO_ITEMS, , , , 3.766479  3.48819
11:39:26, Room_121, NO_ITEMS, , , , 3.980957  3.597336
11:39:26, Room_121, NO_ITEMS, , , , 3.9142  3.533051
11:39:27, Room_121, NO_ITEMS, , , , 3.801132  3.693359
11:39:27, Room_121, NO_ITEMS, , , , 3.823105  3.551651
11:39:27, Room_121, NO_ITEMS, , , , 3.966995  3.696533
11:39:27, Room_121, NO_ITEMS, , , , 4.083435  3.778763
11:39:27, Room_121, NO_ITEMS, , , , 3.996445  3.955032
11:39:27, Room_121, NO_ITEMS, , , , 4.011002  3.899414
11:39:27, Room_121, NO_ITEMS, , , , 4.099411  3.964203
11:39:27, Room_121, NO_ITEMS, , , , 4.123734  3.956177
11:39:27, Room_121, NO_ITEMS, , , , 4.147369  3.962891
11:39:27, Room_121, NO_ITEMS, , , , 4.184402  4.17688
11:39:27, Room_121, NO_ITEMS, , , , 4.19548  4.137787
11:39:27, Room_121, NO_ITEMS, , , , 4.26651  4.207367
11:39:27, Room_121, NO_ITEMS, , , , 4.278625  4.030991
11:39:27, Room_121, NO_ITEMS, , , , 4.097183  4.040573
11:39:27, Room_121, NO_ITEMS, , , , 4.142807  4.005005
11:39:27, Room_121, NO_ITEMS, , , , 4.198685  4.044006
11:39:27, Room_121, NO_ITEMS, , , , 4.150406  3.997375
11:39:27, Room_121, NO_ITEMS, , , , 4.096924  3.878128
