subID,trial,Room,Condition,moveItem,Repeat,Block,ObjectMovedIs,start,end,TarPos_x,TarPos_z,TarRot_x,TarRot_z,Start_SubPos_x,Start_SubPos_z,Start_SubRot_x,Start_SubRot_z,End_SubPos_x,End_SubPos_z,End_SubRot_x,End_SubRot_z,response,RT,
p02,135,Room_91,stay,no,B,9,left,A,B,59.60929,39.21582,0,0,59.58023,39.23391,0.0006594308,-0.180608,59.69389,39.14194,0.00132563,-0.1101314,Right,11.73836,
p02,136,Room_35,stay,yes,A,9,left,A,A,70.39071,24.78418,0,0,70.14795,24.76719,0.1886377,-0.005538852,70.24434,24.79517,0.1329492,-0.0196503,Left,9.75006,
p02,137,Room_26,stay,no,A,9,left,A,A,31.125,55.05145,0,0,31.26636,55.23884,0.1984647,0.05320043,31.02185,55.05294,0.1287481,0.02187014,Right,14.20443,
p02,138,Room_52,stay,yes,B,9,left,B,A,21.1209,95.04046,0,0,21.18216,95.093,0.2476876,0.03153726,21.06677,95.19158,0.1677733,0.05400451,Left,10.30659,
p02,139,Room_91,stay,yes,A,9,left,B,A,17.7784,7.400915,0,0,17.86875,7.62266,0.07455802,-0.1799282,17.8312,7.308022,0.1296016,-0.1384755,Left,9.861524,
p02,140,Room_1,stay,no,A,9,left,A,A,62.21582,26.60929,0,0,62.21752,26.58189,0.1449067,0.1527536,62.09153,26.52114,0.1040891,0.07947887,Left,9.680541,
p02,141,Room_25,stay,no,A,9,left,B,A,110.7636,24.87559,0,0,110.6081,25.08568,0.2653797,0.05784746,110.7993,24.99729,0.1662326,0.05917428,Right,13.87757,
p02,142,Room_30,stay,no,B,9,left,B,B,100.3831,104.7753,0,0,100.3399,104.9239,0.2176813,-0.01564259,100.4281,104.8021,0.1745818,0.0355719,Left,10.17272,
p02,143,Room_109,stay,yes,A,9,left,B,A,98.55373,105.2764,0,0,100.5281,104.8125,0.2515253,0.005598476,98.56097,105.3831,0.1920285,-0.1175283,Left,9.717572,
p02,144,Room_109,walk,no,B,10,left,B,A,78.875,85.05145,0,0,80.72741,84.88959,0.1971945,0.009726172,78.87061,85.13136,0.1526372,-0.07945631,Left,9.391778,
p02,145,Room_87,walk,yes,B,10,left,B,B,29.23045,19.11431,0,0,27.8676,17.75542,0.1061298,-0.1730445,29.30567,18.9663,-0.004030856,-0.2413073,Right,13.51601,
p02,146,Room_12,walk,yes,A,10,left,A,A,49.2194,114.8818,0,0,47.94718,116.1408,0.1845117,-0.1675822,49.2473,114.9398,0.1779072,-0.0367929,Left,9.076826,
p02,147,Room_114,walk,no,B,10,left,B,A,59.23045,109.1143,0,0,57.97009,107.8359,0.08930435,-0.207566,59.32853,109.0865,-0.0006591193,-0.1833027,Left,9.839976,
p02,148,Room_105,walk,no,B,10,left,B,A,91.125,38.94856,0,0,89.21022,39.08292,0.008507683,-0.2859619,91.10627,38.88395,-0.1032278,-0.2111935,Right,13.00287,
p02,149,Room_38,walk,yes,B,10,left,B,B,97.8857,76.23045,0,0,99.17551,74.87627,0.211477,-0.0457109,97.84734,76.28237,0.1415379,-0.1582026,Right,9.951085,
p02,150,Room_79,walk,yes,B,10,left,A,A,81.95049,95.86343,0,0,80.44327,94.7375,0.1883992,-0.0007484502,82.01176,95.77152,0.1649274,0.0938331,Left,9.873621,
p02,151,Room_97,walk,no,A,10,left,A,A,78.04046,65.8791,0,0,77.7924,67.76469,0.1037604,-0.1763213,78.04473,65.85637,0.1419709,-0.06900164,Right,14.21914,
p02,152,Room_67,walk,yes,A,10,left,A,B,98.26487,115.5559,0,0,97.82421,117.3924,0.1626718,-0.2062762,98.23737,115.4688,0.1942019,-0.07778449,Left,9.962876,
p02,153,Room_119,walk,yes,B,10,left,A,B,108.5559,88.73513,0,0,110.24,89.259,-0.03317663,-0.2193757,108.5202,88.72548,0.05557242,-0.1175895,Left,9.102813,
p02,154,Room_90,walk,no,A,10,left,B,B,71.125,48.94856,0,0,69.34048,49.15359,0.01310245,-0.2177311,71.18703,48.88942,-0.07106889,-0.1623107,Left,8.695579,
p02,155,Room_46,walk,no,B,10,left,A,B,92.25746,56.99095,0,0,91.47088,55.26781,0.2035726,0.04810048,92.33018,56.98323,0.138001,0.1761523,Left,9.553135,
p02,156,Room_58,walk,no,A,10,left,B,B,91.94855,28.125,0,0,90.37092,29.24872,-0.02908646,-0.1630929,91.89558,28.03394,0.09466981,0.09054609,Left,11.04217,
p02,157,Room_28,walk,yes,B,10,left,A,B,77.87559,106.2364,0,0,78.03585,108.1326,0.08885239,-0.1858827,77.79681,106.1863,0.1418897,-0.07406528,Left,9.353079,
p02,158,Room_107,walk,no,B,10,left,A,A,37.7784,117.4009,0,0,38.8394,119.226,0.05220607,-0.2017645,37.76595,117.3966,0.09627783,-0.09355021,Right,11.63924,
